height,width,time,type,scrollX,scrollY
810,1535,15873.77,scroll,0,3392
810,1535,15890.595,scroll,0,3261
810,1535,15907.27,scroll,0,3144
810,1535,15924.325,scroll,0,3062
810,1535,15940.715,scroll,0,3022
810,1535,15957.265,scroll,0,3014
810,1535,16057.405,mouseout,0,3014
810,1535,16057.405,mouseover,0,3014
810,1535,16057.405,mousemove,0,3014
810,1535,16107.29,scroll,0,3012
810,1535,16124.09,scroll,0,3004
810,1535,16141.41,scroll,0,2984
810,1535,16157.55,scroll,0,2937
810,1535,16173.985,scroll,0,2847
810,1535,16191.17,scroll,0,2712
810,1535,16207.71,scroll,0,2560
810,1535,16224.84,scroll,0,2412
810,1535,16241.795,scroll,0,2278
810,1535,16258.385,scroll,0,2164
810,1535,16274.42,scroll,0,2069
810,1535,16291.69,scroll,0,1992
810,1535,16308.145,scroll,0,1932
810,1535,16325.13,scroll,0,1887
810,1535,16341.43,scroll,0,1851
810,1535,16358.68,scroll,0,1822
810,1535,16374.34,scroll,0,1795
810,1535,16391.845,scroll,0,1770
810,1535,16407.925,scroll,0,1747
810,1535,16425.305,scroll,0,1726
810,1535,16441.495,scroll,0,1707
810,1535,16458.855,scroll,0,1692
810,1535,16475.6,scroll,0,1678
810,1535,16491.29,scroll,0,1664
810,1535,16508.41,scroll,0,1648
810,1535,16525.4,scroll,0,1625
810,1535,16542.22,scroll,0,1570
810,1535,16558.18,scroll,0,1470
810,1535,16575.28,scroll,0,1342
810,1535,16591.62,scroll,0,1216
810,1535,16625.68,scroll,0,1023
810,1535,16608.515,scroll,0,1109
810,1535,16641.975,scroll,0,963
810,1535,16659.185,scroll,0,921
810,1535,16675.99,scroll,0,892
810,1535,16692.27,scroll,0,872
810,1535,16709.265,scroll,0,856
810,1535,16725.695,scroll,0,842
810,1535,16742.485,scroll,0,830
810,1535,16758.325,scroll,0,819
810,1535,16775.98,scroll,0,808
810,1535,16792.405,scroll,0,797
810,1535,16808.58,scroll,0,787
810,1535,16825.725,scroll,0,778
810,1535,16842.295,scroll,0,769
810,1535,16859.085,scroll,0,760
810,1535,16875.125,scroll,0,749
810,1535,16892,scroll,0,734
810,1535,16908.85,scroll,0,699
810,1535,16925.75,scroll,0,634
810,1535,16942.195,scroll,0,541
810,1535,16958.75,scroll,0,424
810,1535,16976.27,scroll,0,304
810,1535,16992.94,scroll,0,194
810,1535,17008.745,scroll,0,105
810,1535,17016.55,mouseout,0,105
810,1535,17016.55,mousemove,0,105
810,1535,17016.55,mouseover,0,105
810,1535,17026,scroll,0,45
810,1535,17042.735,scroll,0,13
810,1535,17059.73,scroll,0,1
810,1535,17076.21,scroll,0,0
810,1535,17176.34,mouseout,0,0
810,1535,17176.34,mousemove,0,0
810,1535,17176.34,mouseover,0,0
810,1535,17327.55,mousemove,0,0
810,1535,17338.55,mousemove,0,0
810,1535,17351.55,mousemove,0,0
810,1535,17364.55,mouseout,0,0
810,1535,17364.55,mouseover,0,0
810,1535,17364.55,mousemove,0,0
810,1535,17377.55,mousemove,0,0
810,1535,17389.55,mousemove,0,0
810,1535,17401.55,mousemove,0,0
810,1535,17414.55,mousemove,0,0
810,1535,17426.55,mouseout,0,0
810,1535,17426.55,mousemove,0,0
810,1535,17426.55,mouseover,0,0
810,1535,17439.55,mousemove,0,0
810,1535,17451.55,mouseout,0,0
810,1535,17451.55,mousemove,0,0
810,1535,17451.55,mouseover,0,0
810,1535,17464.55,mousemove,0,0
810,1535,17476.55,mousemove,0,0
810,1535,17488.55,mousemove,0,0
810,1535,17501.55,mousemove,0,0
810,1535,17513.55,mousemove,0,0
810,1535,17650.55,mousemove,0,0
810,1535,17662.55,mousemove,0,0
810,1535,17674.55,mousemove,0,0
810,1535,17687.55,mousemove,0,0
810,1535,17699.55,mousemove,0,0
810,1535,17712.55,mousemove,0,0
810,1535,17750.55,mousemove,0,0
810,1535,17762.55,mousemove,0,0
810,1535,17774.55,mousemove,0,0
810,1535,17787.55,mousemove,0,0
810,1535,17799.55,mousemove,0,0
810,1535,17812.55,mousemove,0,0
810,1535,17824.55,mouseout,0,0
810,1535,17824.55,mouseover,0,0
810,1535,17824.55,mousemove,0,0
810,1535,17837.55,mousemove,0,0
810,1535,17848.55,mouseout,0,0
810,1535,17848.55,mousemove,0,0
810,1535,17848.55,mouseover,0,0
810,1535,17861.55,mouseout,0,0
810,1535,17861.55,mousemove,0,0
810,1535,17861.55,mouseover,0,0
810,1535,17873.55,mouseout,0,0
810,1535,17873.55,mouseover,0,0
810,1535,17873.55,mousemove,0,0
810,1535,17886.55,mousemove,0,0
810,1535,17898.55,mouseout,0,0
810,1535,18172.55,mouseover,0,0
810,1535,18172.55,mousemove,0,0
810,1535,18184.55,mousemove,0,0
810,1535,18197.55,mousemove,0,0
810,1535,18209.55,mousemove,0,0
810,1535,18221.55,mousemove,0,0
810,1535,18234.55,mousemove,0,0
810,1535,18247.55,mousemove,0,0
810,1535,18259.55,mousemove,0,0
810,1535,18271.55,mousemove,0,0
810,1535,18284.55,mousemove,0,0
810,1535,18295.55,mousemove,0,0
810,1535,18308.55,mousemove,0,0
810,1535,18320.55,mousemove,0,0
810,1535,18457.55,mousedown,0,0
810,1535,18544.55,mouseup,0,0
810,1535,18544.55,click,0,0
810,1535,18643.55,mousemove,0,0
810,1535,18656.55,mousemove,0,0
810,1535,18682.55,mousemove,0,0
810,1535,18694.55,mousemove,0,0
810,1535,18707.55,mousemove,0,0
810,1535,18719.55,mousemove,0,0
810,1535,18732.55,mousemove,0,0
810,1535,18744.55,mousemove,0,0
810,1535,18756.55,mouseout,0,0
810,1535,18756.55,mousemove,0,0
810,1535,18756.55,mouseover,0,0
810,1535,18769.55,mousemove,0,0
810,1535,18781.55,mousemove,0,0
810,1535,18794.55,mousemove,0,0
810,1535,18805.55,mousemove,0,0
810,1535,18817.55,mousemove,0,0
810,1535,18830.55,mousemove,0,0
810,1535,18893.55,mousedown,0,0
810,1535,18896.295,focusin,0,0
810,1535,18966.55,mouseup,0,0
810,1535,18966.55,click,0,0
810,1535,19575.55,mouseout,0,0
810,1535,19575.55,mousemove,0,0
810,1535,19575.55,mouseover,0,0
810,1535,19588.55,mousemove,0,0
810,1535,19600.55,mousemove,0,0
810,1535,19613.55,mousemove,0,0
810,1535,19625.55,mousemove,0,0
810,1535,19638.55,mousemove,0,0
810,1535,19650.55,mouseout,0,0
810,1535,19650.55,mousemove,0,0
810,1535,19650.55,mouseover,0,0
810,1535,19663.55,mousemove,0,0
810,1535,19675.55,mousemove,0,0
810,1535,19688.55,mouseout,0,0
810,1535,19998.55,mouseover,0,0
810,1535,19998.55,mousemove,0,0
810,1535,20011.55,mousemove,0,0
810,1535,20023.55,mouseout,0,0
810,1535,20023.55,mousemove,0,0
810,1535,20023.55,mouseover,0,0
810,1535,20035.55,mousemove,0,0
810,1535,20048.55,mousemove,0,0
810,1535,20060.55,mousemove,0,0
810,1535,20073.55,mousemove,0,0
810,1535,20085.55,mousemove,0,0
810,1535,20097.55,mousemove,0,0
810,1535,20110.55,mousemove,0,0
810,1535,20122.55,mousemove,0,0
810,1535,20135.55,mousemove,0,0
810,1535,20147.55,mousemove,0,0
810,1535,20160.55,mousemove,0,0
810,1535,20172.55,mousemove,0,0
810,1535,20184.55,mousemove,0,0
810,1535,20197.55,mousemove,0,0
810,1535,20209.55,mousemove,0,0
810,1535,20259.55,mousemove,0,0
810,1535,20272.55,mousemove,0,0
810,1535,20284.55,mousemove,0,0
810,1535,20296.55,mousemove,0,0
810,1535,20309.55,mousemove,0,0
810,1535,20321.55,mousemove,0,0
810,1535,20334.55,mousemove,0,0
810,1535,20346.55,mousemove,0,0
810,1535,20359.55,mousemove,0,0
810,1535,20371.55,mousemove,0,0
810,1535,20383.55,mousemove,0,0
810,1535,20396.55,mousemove,0,0
810,1535,20408.55,mousemove,0,0
810,1535,20434.55,mousedown,0,0
810,1535,20437.73,focusout,0,0
810,1535,20506.55,mouseup,0,0
810,1535,20506.55,click,0,0
810,1535,20744.55,mouseout,0,0
810,1535,20744.55,mousemove,0,0
810,1535,20744.55,mouseover,0,0
810,1535,20756.55,mousemove,0,0
810,1535,20768.55,mousemove,0,0
810,1535,20780.55,mousemove,0,0
810,1535,20793.55,mousemove,0,0
810,1535,20805.55,mouseout,0,0
810,1535,20805.55,mousemove,0,0
810,1535,20805.55,mouseover,0,0
810,1535,20818.55,mousemove,0,0
810,1535,20830.55,mousemove,0,0
810,1535,20843.55,mousemove,0,0
810,1535,20855.55,mousemove,0,0
810,1535,20868.55,mousemove,0,0
810,1535,20880.55,mousemove,0,0
810,1535,20893.55,mousemove,0,0
810,1535,20905.55,mousemove,0,0
810,1535,20917.55,mousemove,0,0
810,1535,20930.55,mouseout,0,0
810,1535,20930.55,mousemove,0,0
810,1535,20930.55,mouseover,0,0
810,1535,21231.89,scroll,0,3
810,1535,21249.185,scroll,0,11
810,1535,21270.42,scroll,0,34
810,1535,21282.325,scroll,0,53
810,1535,21299.225,scroll,0,112
810,1535,21316.44,scroll,0,218
810,1535,21332.555,scroll,0,351
810,1535,21349.33,scroll,0,485
810,1535,21365.615,scroll,0,602
810,1535,21382.3,scroll,0,701
810,1535,21399.4,scroll,0,782
810,1535,21415.835,scroll,0,845
810,1535,21433.095,scroll,0,888
810,1535,21449.165,scroll,0,918
810,1535,21466.2,scroll,0,941
810,1535,21483.105,scroll,0,960
810,1535,21499.38,scroll,0,976
810,1535,21515.885,scroll,0,991
810,1535,21533.045,scroll,0,1004
810,1535,21549.595,scroll,0,1016
810,1535,21565.78,scroll,0,1029
810,1535,21582.405,scroll,0,1041
810,1535,21599.83,scroll,0,1053
810,1535,21616.455,scroll,0,1066
810,1535,21633.44,scroll,0,1079
810,1535,21649.545,scroll,0,1092
810,1535,21666.39,scroll,0,1105
810,1535,21683.255,scroll,0,1119
810,1535,21699.645,scroll,0,1134
810,1535,21716.265,scroll,0,1148
810,1535,21733.575,scroll,0,1163
810,1535,21749.325,scroll,0,1177
810,1535,21766.81,scroll,0,1192
810,1535,21783.6,scroll,0,1207
810,1535,21800.185,scroll,0,1221
810,1535,21816.005,scroll,0,1235
810,1535,21833.6,scroll,0,1249
810,1535,21850.155,scroll,0,1262
810,1535,21866.645,scroll,0,1275
810,1535,21883.595,scroll,0,1286
810,1535,21900.865,scroll,0,1298
810,1535,21917.34,scroll,0,1310
810,1535,21933.57,scroll,0,1323
810,1535,21950.72,scroll,0,1341
810,1535,21966.94,scroll,0,1365
810,1535,21983.07,scroll,0,1399
810,1535,22000.72,scroll,0,1445
810,1535,22016.93,scroll,0,1501
810,1535,22034.235,scroll,0,1564
810,1535,22051.075,scroll,0,1630
810,1535,22067.42,scroll,0,1697
810,1535,22083.765,scroll,0,1759
810,1535,22100.625,scroll,0,1815
810,1535,22116.775,scroll,0,1866
810,1535,22133.445,scroll,0,1910
810,1535,22150.745,scroll,0,1947
810,1535,22167.145,scroll,0,1977
810,1535,22183.405,scroll,0,2001
810,1535,22200.77,scroll,0,2018
810,1535,22217.305,scroll,0,2031
810,1535,22233.68,scroll,0,2042
810,1535,22251.21,scroll,0,2050
810,1535,22267.015,scroll,0,2058
810,1535,22283.875,scroll,0,2064
810,1535,22300.81,scroll,0,2070
810,1535,22317.62,scroll,0,2076
810,1535,22334.155,scroll,0,2081
810,1535,22351.405,scroll,0,2086
810,1535,22367.465,scroll,0,2090
810,1535,22383.655,scroll,0,2094
810,1535,22400.78,scroll,0,2098
810,1535,22417.375,scroll,0,2102
810,1535,22434.74,scroll,0,2105
810,1535,22451.485,scroll,0,2108
810,1535,22467.19,scroll,0,2111
810,1535,22484.81,scroll,0,2114
810,1535,22501.125,scroll,0,2116
810,1535,22517.58,scroll,0,2117
810,1535,22534.95,scroll,0,2118
810,1535,22584.265,scroll,0,2119
810,1535,22684.41,mouseout,0,2119
810,1535,22684.41,mousemove,0,2119
810,1535,22684.41,mouseover,0,2119
810,1535,22951.135,scroll,0,2122
810,1535,22968.425,scroll,0,2130
810,1535,22984.69,scroll,0,2152
810,1535,23001.95,scroll,0,2192
810,1535,23018.335,scroll,0,2254
810,1535,23035.03,scroll,0,2328
810,1535,23051.54,scroll,0,2409
810,1535,23068.55,scroll,0,2495
810,1535,23102.245,scroll,0,2653
810,1535,23118.115,scroll,0,2721
810,1535,23135.355,scroll,0,2781
810,1535,23151.895,scroll,0,2831
810,1535,23168.565,scroll,0,2872
810,1535,23184.91,scroll,0,2903
810,1535,23202.23,scroll,0,2927
810,1535,23218.995,scroll,0,2945
810,1535,23235.51,scroll,0,2958
810,1535,23252.58,scroll,0,2968
810,1535,23269.42,scroll,0,2976
810,1535,23285.265,scroll,0,2984
810,1535,23302.575,scroll,0,2990
810,1535,23318.975,scroll,0,2997
810,1535,23336.765,scroll,0,3003
810,1535,23352.58,scroll,0,3009
810,1535,23368.615,scroll,0,3014
810,1535,23402.305,scroll,0,3025
810,1535,23419.39,scroll,0,3031
810,1535,23436.075,scroll,0,3037
810,1535,23452.325,scroll,0,3042
810,1535,23468.69,scroll,0,3047
810,1535,23502.41,scroll,0,3057
810,1535,23518.785,scroll,0,3061
810,1535,23536.225,scroll,0,3065
810,1535,23552.155,scroll,0,3069
810,1535,23569.88,scroll,0,3072
810,1535,23585.875,scroll,0,3074
810,1535,23603.005,scroll,0,3075
810,1535,23619.31,scroll,0,3076
810,1535,23636.665,scroll,0,3077
810,1535,23736.795,mouseout,0,3077
810,1535,23736.795,mouseover,0,3077
810,1535,23736.795,mousemove,0,3077
810,1535,23802.605,scroll,0,3081
810,1535,23819.93,scroll,0,3090
810,1535,23836.11,scroll,0,3107
810,1535,23853.385,scroll,0,3142
810,1535,23869.48,scroll,0,3202
810,1535,23886.745,scroll,0,3280
810,1535,23903.37,scroll,0,3375
810,1535,23919.975,scroll,0,3483
810,1535,23936.89,scroll,0,3582
810,1535,23953.575,scroll,0,3652
810,1535,23970.32,scroll,0,3684
810,1535,23986.975,scroll,0,3690
810,1535,24003.63,scroll,0,3691
810,1535,24103.795,mouseout,0,3691
810,1535,24103.795,mousemove,0,3691
810,1535,24103.795,mouseover,0,3691
810,1535,36799.55,mousemove,0,3691
810,1535,36823.55,mousemove,0,3691
810,1535,36810.55,mousemove,0,3691
810,1535,36848.55,mousemove,0,3691
810,1535,36835.55,mousemove,0,3691
810,1535,36860.55,mousemove,0,3691
810,1535,36873.55,mousemove,0,3691
810,1535,36886.55,mousemove,0,3691
810,1535,36898.55,mouseout,0,3691
810,1535,36898.55,mousemove,0,3691
810,1535,36898.55,mouseover,0,3691
810,1535,36911.55,mousemove,0,3691
810,1535,36922.55,mouseout,0,3691
810,1535,36922.55,mousemove,0,3691
810,1535,36922.55,mouseover,0,3691
810,1535,36935.55,mousemove,0,3691
810,1535,36948.55,mouseout,0,3691
810,1535,36948.55,mousemove,0,3691
810,1535,36948.55,mouseover,0,3691
810,1535,36960.55,mouseout,0,3691
810,1535,36960.55,mousemove,0,3691
810,1535,36960.55,mouseover,0,3691
810,1535,36973.55,mouseout,0,3691
810,1535,36973.55,mousemove,0,3691
810,1535,36973.55,mouseover,0,3691
810,1535,36985.55,mousemove,0,3691
810,1535,36998.55,mousemove,0,3691
810,1535,37010.55,mousemove,0,3691
810,1535,37023.55,mousemove,0,3691
810,1535,37035.55,mousemove,0,3691
810,1535,37184.55,mousemove,0,3691
810,1535,37196.55,mousemove,0,3691
810,1535,37234.55,mousemove,0,3691
810,1535,37246.55,mousemove,0,3691
810,1535,37259.55,mousemove,0,3691
810,1535,37271.55,mousemove,0,3691
810,1535,37284.55,mousemove,0,3691
810,1535,37295.55,mousemove,0,3691
810,1535,37309.55,mousemove,0,3691
810,1535,37320.55,mousemove,0,3691
810,1535,37332.55,mousemove,0,3691
810,1535,37345.55,mouseout,0,3691
810,1535,37345.55,mousemove,0,3691
810,1535,37345.55,mouseover,0,3691
810,1535,37357.55,mousemove,0,3691
810,1535,37370.55,mousemove,0,3691
810,1535,37382.55,mouseout,0,3691
810,1535,37382.55,mousemove,0,3691
810,1535,37382.55,mouseover,0,3691
810,1535,37395.55,mousemove,0,3691
810,1535,37407.55,mousemove,0,3691
810,1535,37420.55,mousemove,0,3691
810,1535,37594.55,mousemove,0,3691
810,1535,37606.55,mousemove,0,3691
810,1535,37631.55,mousemove,0,3691
810,1535,37643.55,mousemove,0,3691
810,1535,37656.55,mousemove,0,3691
810,1535,37668.55,mouseout,0,3691
810,1535,37668.55,mouseover,0,3691
810,1535,37668.55,mousemove,0,3691
810,1535,37681.55,mousemove,0,3691
810,1535,37693.55,mousemove,0,3691
810,1535,37706.55,mousemove,0,3691
810,1535,37718.55,mousemove,0,3691
810,1535,37830.55,mousedown,0,3691
810,1535,37878.55,mouseup,0,3691
810,1535,37878.55,click,0,3691
810,1535,38041.55,mousemove,0,3691
810,1535,38054.55,mousemove,0,3691
810,1535,38066.55,mousemove,0,3691
810,1535,38079.55,mousemove,0,3691
810,1535,38091.55,mouseout,0,3691
810,1535,38091.55,mouseover,0,3691
810,1535,38091.55,mousemove,0,3691
810,1535,38104.55,mousemove,0,3691
810,1535,38115.55,mousemove,0,3691
810,1535,38129.55,mousemove,0,3691
810,1535,38140.55,mousemove,0,3691
810,1535,38152.55,mousemove,0,3691
810,1535,38277.55,mousedown,0,3691
810,1535,38280.52,focusin,0,3691
810,1535,38326.55,mouseup,0,3691
810,1535,38351.51,scroll,0,3688
810,1535,38370.55,mousedown,0,3684
810,1535,38364.4,scroll,0,3684
810,1535,38377.32,scroll,0,3668
810,1535,38403.31,scroll,0,3657
810,1535,38416.325,scroll,0,3643
810,1535,38429.265,scroll,0,3627
810,1535,38443.335,scroll,0,3588
810,1535,38470.55,mouseup,0,3565
810,1535,38473.55,dblclick,0,3565
810,1535,38468.275,scroll,0,3565
810,1535,38481.335,scroll,0,3540
810,1535,38494.255,scroll,0,3483
810,1535,38520.31,scroll,0,3451
810,1535,38533.32,scroll,0,3418
810,1535,38546.32,scroll,0,3383
810,1535,38560.145,scroll,0,3306
810,1535,38585.28,scroll,0,3265
810,1535,38598.28,scroll,0,3223
810,1535,38613.74,scroll,0,3133
810,1535,38637.32,scroll,0,3086
810,1535,38650.255,scroll,0,3037
810,1535,38663.245,scroll,0,2987
810,1535,38677.74,scroll,0,2884
810,1535,38702.325,scroll,0,2830
810,1535,38715.295,scroll,0,2776
810,1535,38728.24,scroll,0,2665
810,1535,38754.29,scroll,0,2608
810,1535,38767.41,scroll,0,2551
810,1535,38780.35,scroll,0,2493
810,1535,38794.14,scroll,0,2377
810,1535,38819.3,scroll,0,2318
810,1535,38832.345,scroll,0,2259
810,1535,38845.235,scroll,0,2141
810,1535,38871.32,scroll,0,2083
810,1535,38884.34,scroll,0,2025
810,1535,38897.265,scroll,0,1967
810,1535,38911.14,scroll,0,1852
810,1535,38936.4,scroll,0,1796
810,1535,38949.345,scroll,0,1741
810,1535,38962.675,scroll,0,1633
810,1535,38988.36,scroll,0,1580
810,1535,39001.33,scroll,0,1528
810,1535,39014.38,scroll,0,1478
810,1535,39027.49,scroll,0,1381
810,1535,39053.325,scroll,0,1335
810,1535,39066.335,scroll,0,1291
